Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
1755399,WHS3_41,COUNTRY,SEN,AFR,YEAR,Africa,,,2007,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1756533,WHS3_41,WORLDBANKINCOMEGROUP,WB_LI,,YEAR,,,,1996,,,,,,,186,186.0,,,,2025-07-14T16:36:19.017+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
1757706,WHS3_41,COUNTRY,TTO,AMR,YEAR,Americas,,,1975,,,,,,,25,25.0,,,,2025-07-14T16:36:19.017+02:00,1975,1975-01-01T00:00:00+01:00,1975-12-31T00:00:00+01:00
1758456,WHS3_41,COUNTRY,PAN,AMR,YEAR,Americas,,,2019,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1758743,WHS3_41,COUNTRY,LTU,EUR,YEAR,Europe,,,1996,,,,,,,11,11.0,,,,2025-07-14T16:36:19.017+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
1759849,WHS3_41,COUNTRY,UZB,EUR,YEAR,Europe,,,2013,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1761682,WHS3_41,COUNTRY,VUT,WPR,YEAR,Western Pacific,,,1999,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
1762050,WHS3_41,COUNTRY,KAZ,EUR,YEAR,Europe,,,1994,,,,,,,489,489.0,,,,2025-07-14T16:36:19.017+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
1763846,WHS3_41,COUNTRY,VUT,WPR,YEAR,Western Pacific,,,2012,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1763983,WHS3_41,COUNTRY,FIN,EUR,YEAR,Europe,,,1998,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
1767623,WHS3_41,COUNTRY,GUY,AMR,YEAR,Americas,,,2008,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1768559,WHS3_41,REGION,WPR,,YEAR,,,,1991,,,,,,,1844,1844.0,,,,2025-07-14T16:36:19.017+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
1770843,WHS3_41,COUNTRY,IRQ,EMR,YEAR,Eastern Mediterranean,,,1998,,,,,,,181,181.0,,,,2025-07-14T16:36:19.017+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
1771113,WHS3_41,COUNTRY,ETH,AFR,YEAR,Africa,,,1986,,,,,,,121,121.0,,,,2025-07-14T16:36:19.017+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
1771618,WHS3_41,COUNTRY,MHL,WPR,YEAR,Western Pacific,,,2021,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1773820,WHS3_41,COUNTRY,AGO,AFR,YEAR,Africa,,,1991,,,,,,,40,40.0,,,,2025-07-14T16:36:19.017+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
1774082,WHS3_41,COUNTRY,SWE,EUR,YEAR,Europe,,,1997,,,,,,,1,1.0,,,,2025-07-14T16:36:19.017+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
1774195,WHS3_41,COUNTRY,NIU,WPR,YEAR,Western Pacific,,,2009,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1774946,WHS3_41,WORLDBANKINCOMEGROUP,WB_LMI,,YEAR,,,,1975,,,,,,,39 240,39240.0,,,,2025-07-14T16:36:19.017+02:00,1975,1975-01-01T00:00:00+01:00,1975-12-31T00:00:00+01:00
1775542,WHS3_41,COUNTRY,EGY,EMR,YEAR,Eastern Mediterranean,,,2000,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1775896,WHS3_41,COUNTRY,ZAF,AFR,YEAR,Africa,,,2000,,,,,,,2,2.0,,,,2025-07-14T16:36:19.017+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1777542,WHS3_41,COUNTRY,AZE,EUR,YEAR,Europe,,,2020,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1781051,WHS3_41,COUNTRY,CHE,EUR,YEAR,Europe,,,1999,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
1781549,WHS3_41,COUNTRY,POL,EUR,YEAR,Europe,,,1987,,,,,,,1,1.0,,,,2025-07-14T16:36:19.017+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
1782149,WHS3_41,COUNTRY,IND,SEAR,YEAR,South-East Asia,,,2022,,,,,,,3286,3286.0,,,,2025-07-14T16:36:19.017+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1782714,WHS3_41,COUNTRY,MUS,AFR,YEAR,Africa,,,2013,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1783138,WHS3_41,COUNTRY,SOM,EMR,YEAR,Eastern Mediterranean,,,1986,,,,,,,6,6.0,,,,2025-07-14T16:36:19.017+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
1785440,WHS3_41,COUNTRY,TUR,EUR,YEAR,Europe,,,1992,,,,,,,8,8.0,,,,2025-07-14T16:36:19.017+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
1785755,WHS3_41,COUNTRY,CHL,AMR,YEAR,Americas,,,1977,,,,,,,554,554.0,,,,2025-07-14T16:36:19.017+02:00,1977,1977-01-01T00:00:00+01:00,1977-12-31T00:00:00+01:00
1785810,WHS3_41,COUNTRY,TTO,AMR,YEAR,Americas,,,1979,,,,,,,1,1.0,,,,2025-07-14T16:36:19.017+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
1790461,WHS3_41,COUNTRY,MYS,WPR,YEAR,Western Pacific,,,2011,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1790835,WHS3_41,COUNTRY,BGR,EUR,YEAR,Europe,,,1977,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1977,1977-01-01T00:00:00+01:00,1977-12-31T00:00:00+01:00
1791244,WHS3_41,COUNTRY,DOM,AMR,YEAR,Americas,,,1991,,,,,,,11,11.0,,,,2025-07-14T16:36:19.017+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
1791526,WHS3_41,COUNTRY,TUR,EUR,YEAR,Europe,,,2018,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1791694,WHS3_41,COUNTRY,COG,AFR,YEAR,Africa,,,1988,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1988,1988-01-01T00:00:00+01:00,1988-12-31T00:00:00+01:00
1793415,WHS3_41,COUNTRY,BFA,AFR,YEAR,Africa,,,2000,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1795611,WHS3_41,COUNTRY,IRQ,EMR,YEAR,Eastern Mediterranean,,,2000,,,,,,,34,34.0,,,,2025-07-14T16:36:19.017+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1795734,WHS3_41,COUNTRY,ROU,EUR,YEAR,Europe,,,2016,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1797212,WHS3_41,COUNTRY,JAM,AMR,YEAR,Americas,,,1980,,,,,,,13,13.0,,,,2025-07-14T16:36:19.017+02:00,1980,1980-01-01T00:00:00+01:00,1980-12-31T00:00:00+01:00
1797447,WHS3_41,COUNTRY,RWA,AFR,YEAR,Africa,,,1983,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
1797781,WHS3_41,COUNTRY,BTN,SEAR,YEAR,South-East Asia,,,2000,,,,,,,1,1.0,,,,2025-07-14T16:36:19.017+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1797797,WHS3_41,COUNTRY,NPL,SEAR,YEAR,South-East Asia,,,2017,,,,,,,728,728.0,,,,2025-07-14T16:36:19.017+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1799522,WHS3_41,COUNTRY,VNM,WPR,YEAR,Western Pacific,,,2001,,,,,,,133,133.0,,,,2025-07-14T16:36:19.017+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
1800202,WHS3_41,COUNTRY,SYC,AFR,YEAR,Africa,,,1989,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
1803623,WHS3_41,COUNTRY,ROU,EUR,YEAR,Europe,,,1981,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
1804410,WHS3_41,COUNTRY,PAN,AMR,YEAR,Americas,,,2021,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1805173,WHS3_41,COUNTRY,CUB,AMR,YEAR,Americas,,,2023,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1805640,WHS3_41,COUNTRY,KOR,WPR,YEAR,Western Pacific,,,2015,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1805992,WHS3_41,WORLDBANKINCOMEGROUP,WB_LMI,,YEAR,,,,2011,,,,,,,4384,4384.0,,,,2025-07-14T16:36:19.017+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1807511,WHS3_41,COUNTRY,BFA,AFR,YEAR,Africa,,,2021,,,,,,,147,147.0,,,,2025-07-14T16:36:19.017+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1807737,WHS3_41,COUNTRY,ISR,EUR,YEAR,Europe,,,2011,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1809642,WHS3_41,COUNTRY,HND,AMR,YEAR,Americas,,,1985,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
1810248,WHS3_41,COUNTRY,HND,AMR,YEAR,Americas,,,2013,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1811196,WHS3_41,COUNTRY,IRQ,EMR,YEAR,Eastern Mediterranean,,,1978,,,,,,,915,915.0,,,,2025-07-14T16:36:19.017+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
1812478,WHS3_41,COUNTRY,MDA,EUR,YEAR,Europe,,,1997,,,,,,,49,49.0,,,,2025-07-14T16:36:19.017+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
1814180,WHS3_41,COUNTRY,NZL,WPR,YEAR,Western Pacific,,,2004,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1815838,WHS3_41,COUNTRY,BLZ,AMR,YEAR,Americas,,,2020,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1816200,WHS3_41,COUNTRY,GTM,AMR,YEAR,Americas,,,1994,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
1817054,WHS3_41,COUNTRY,CRI,AMR,YEAR,Americas,,,2007,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1818527,WHS3_41,COUNTRY,ZWE,AFR,YEAR,Africa,,,1986,,,,,,,12,12.0,,,,2025-07-14T16:36:19.017+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
1820815,WHS3_41,COUNTRY,TON,WPR,YEAR,Western Pacific,,,1983,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
1821716,WHS3_41,COUNTRY,TUV,WPR,YEAR,Western Pacific,,,1983,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
1822492,WHS3_41,COUNTRY,MNG,WPR,YEAR,Western Pacific,,,1993,,,,,,,6,6.0,,,,2025-07-14T16:36:19.017+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
1822944,WHS3_41,COUNTRY,TON,WPR,YEAR,Western Pacific,,,2002,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1822999,WHS3_41,COUNTRY,SYR,EMR,YEAR,Eastern Mediterranean,,,2018,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1823586,WHS3_41,COUNTRY,ARG,AMR,YEAR,Americas,,,1987,,,,,,,10,10.0,,,,2025-07-14T16:36:19.017+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
1825472,WHS3_41,COUNTRY,PRY,AMR,YEAR,Americas,,,2005,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1832278,WHS3_41,COUNTRY,KAZ,EUR,YEAR,Europe,,,2016,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1832563,WHS3_41,COUNTRY,BRA,AMR,YEAR,Americas,,,1976,,,,,,,5009,5009.0,,,,2025-07-14T16:36:19.017+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
1832726,WHS3_41,COUNTRY,AUT,EUR,YEAR,Europe,,,2018,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1832757,WHS3_41,COUNTRY,COL,AMR,YEAR,Americas,,,1986,,,,,,,23,23.0,,,,2025-07-14T16:36:19.017+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
1832833,WHS3_41,COUNTRY,POL,EUR,YEAR,Europe,,,1996,,,,,,,9,9.0,,,,2025-07-14T16:36:19.017+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
1833731,WHS3_41,COUNTRY,PAN,AMR,YEAR,Americas,,,1980,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1980,1980-01-01T00:00:00+01:00,1980-12-31T00:00:00+01:00
1833856,WHS3_41,COUNTRY,CAF,AFR,YEAR,Africa,,,2015,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1834630,WHS3_41,COUNTRY,FJI,WPR,YEAR,Western Pacific,,,1986,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
1835371,WHS3_41,COUNTRY,HKG,,YEAR,,,,2013,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1837069,WHS3_41,COUNTRY,ARE,EMR,YEAR,Eastern Mediterranean,,,1998,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
1838186,WHS3_41,COUNTRY,BRB,AMR,YEAR,Americas,,,1993,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
1838501,WHS3_41,COUNTRY,BGR,EUR,YEAR,Europe,,,2016,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1841358,WHS3_41,COUNTRY,SUR,AMR,YEAR,Americas,,,1999,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
1841562,WHS3_41,COUNTRY,COM,AFR,YEAR,Africa,,,1986,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
1843823,WHS3_41,COUNTRY,MYS,WPR,YEAR,Western Pacific,,,1984,,,,,,,17,17.0,,,,2025-07-14T16:36:19.017+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
1843858,WHS3_41,COUNTRY,JAM,AMR,YEAR,Americas,,,1997,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
1847137,WHS3_41,COUNTRY,COL,AMR,YEAR,Americas,,,1974,,,,,,,303,303.0,,,,2025-07-14T16:36:19.017+02:00,1974,1974-01-01T00:00:00+01:00,1974-12-31T00:00:00+01:00
1848511,WHS3_41,REGION,SEAR,,YEAR,,,,1992,,,,,,,9213,9213.0,,,,2025-07-14T16:36:19.017+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
1850469,WHS3_41,COUNTRY,JOR,EMR,YEAR,Eastern Mediterranean,,,1988,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1988,1988-01-01T00:00:00+01:00,1988-12-31T00:00:00+01:00
1851281,WHS3_41,WORLDBANKINCOMEGROUP,WB_UMI,,YEAR,,,,1978,,,,,,,35 039,35039.0,,,,2025-07-14T16:36:19.017+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
1851851,WHS3_41,COUNTRY,CUB,AMR,YEAR,Americas,,,2009,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1852415,WHS3_41,COUNTRY,GEO,EUR,YEAR,Europe,,,1995,,,,,,,429,429.0,,,,2025-07-14T16:36:19.017+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
1852765,WHS3_41,COUNTRY,JOR,EMR,YEAR,Eastern Mediterranean,,,2014,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1852870,WHS3_41,COUNTRY,NCL,WPR,YEAR,Western Pacific,,,1990,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
1856795,WHS3_41,COUNTRY,HKG,,YEAR,,,,2011,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1857021,WHS3_41,COUNTRY,URY,AMR,YEAR,Americas,,,2023,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1860301,WHS3_41,COUNTRY,MAC,,YEAR,,,,1979,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
1861911,WHS3_41,COUNTRY,ITA,EUR,YEAR,Europe,,,1988,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1988,1988-01-01T00:00:00+01:00,1988-12-31T00:00:00+01:00
1862125,WHS3_41,COUNTRY,LCA,AMR,YEAR,Americas,,,2023,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1863624,WHS3_41,COUNTRY,LAO,WPR,YEAR,Western Pacific,,,2011,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1864599,WHS3_41,COUNTRY,SYC,AFR,YEAR,Africa,,,2009,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1865292,WHS3_41,COUNTRY,NOR,EUR,YEAR,Europe,,,1982,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
1867086,WHS3_41,COUNTRY,MNE,EUR,YEAR,Europe,,,2011,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1867359,WHS3_41,COUNTRY,ROU,EUR,YEAR,Europe,,,1991,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
1867448,WHS3_41,COUNTRY,MKD,EUR,YEAR,Europe,,,1995,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
1870024,WHS3_41,COUNTRY,SWZ,AFR,YEAR,Africa,,,1997,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
1870242,WHS3_41,COUNTRY,ERI,AFR,YEAR,Africa,,,2011,,,,,,,5,5.0,,,,2025-07-14T16:36:19.017+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1871576,WHS3_41,COUNTRY,ZWE,AFR,YEAR,Africa,,,1978,,,,,,,32,32.0,,,,2025-07-14T16:36:19.017+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
1872960,WHS3_41,COUNTRY,NPL,SEAR,YEAR,South-East Asia,,,1984,,,,,,,1293,1293.0,,,,2025-07-14T16:36:19.017+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
1873529,WHS3_41,COUNTRY,PRK,SEAR,YEAR,South-East Asia,,,2011,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1873749,WHS3_41,COUNTRY,IND,SEAR,YEAR,South-East Asia,,,2009,,,,,,,3529,3529.0,,,,2025-07-14T16:36:19.017+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1876688,WHS3_41,COUNTRY,ROU,EUR,YEAR,Europe,,,1997,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
1877294,WHS3_41,COUNTRY,PRT,EUR,YEAR,Europe,,,2002,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1878378,WHS3_41,COUNTRY,PNG,WPR,YEAR,Western Pacific,,,1981,,,,,,,2,2.0,,,,2025-07-14T16:36:19.017+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
1878509,WHS3_41,COUNTRY,STP,AFR,YEAR,Africa,,,2021,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1881396,WHS3_41,COUNTRY,VCT,AMR,YEAR,Americas,,,2011,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1882087,WHS3_41,COUNTRY,AZE,EUR,YEAR,Europe,,,1999,,,,,,,19,19.0,,,,2025-07-14T16:36:19.017+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
1884316,WHS3_41,COUNTRY,SYC,AFR,YEAR,Africa,,,2014,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1885064,WHS3_41,COUNTRY,USA,AMR,YEAR,Americas,,,2015,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1886741,WHS3_41,WORLDBANKINCOMEGROUP,WB_LMI,,YEAR,,,,1995,,,,,,,10 633,10633.0,,,,2025-07-14T16:36:19.017+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
1887195,WHS3_41,COUNTRY,SWE,EUR,YEAR,Europe,,,2005,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1888082,WHS3_41,COUNTRY,JOR,EMR,YEAR,Eastern Mediterranean,,,1978,,,,,,,45,45.0,,,,2025-07-14T16:36:19.017+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
1888367,WHS3_41,COUNTRY,CMR,AFR,YEAR,Africa,,,1992,,,,,,,0,0.0,,,,2025-07-14T16:36:19.017+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
1891145,WHS3_41,COUNTRY,COL,AMR,YEAR,Americas,,,2019,,,,,,,1,1.0,,,,2025-07-14T16:36:19.017+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1891243,WHS3_41,COUNTRY,MYS,WPR,YEAR,Western Pacific,,,1983,,,,,,,24,24.0,,,,2025-07-14T16:36:19.017+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
1891992,WHS3_41,COUNTRY,AUS,WPR,YEAR,Western Pacific,,,2023,,,,,,,12,12.0,,,,2025-07-14T16:36:19.017+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
